Opportunity_ID,Opportunity Name,Account Name,Stage Name,Amount,Close Date,Probability,Owner Name,Lead Source,Type,Metrics,Economic Buyer,Decision Criteria,Decision Process,Paper Process,Identify Pain,Champion,Competition,Created At,Batch ID
193,Mastercard Inc. - Falcon Discover Implementation,Mastercard Inc.,Stage 1 - Prospecting,708361.0,2026-01-06,34.0,Maria Garcia,Cold Call,New Business,,CISO - Brittany Anderson,,,,Current solution has high false positives,,"Symantec, Check Point",2025-09-16 22:31:17.701791,batch_20250916_223117
194,Bank of America Corp. - Falcon Intelligence Implementation,Bank of America Corp.,Stage 1 - Prospecting,25371.0,2025-10-27,26.0,Rachel Martinez,Website,New Business,"Reduce security incidents by 45%, improve MTTR by 77%",CEO - Christine Wright,"Security effectiveness, Ease of deployment, Scalability","63 day evaluation, 4 stakeholders",Security assessment required,Current solution has complex management,Richard Henson - SOC Manager,"Carbon Black, Check Point",2025-09-16 22:31:17.701791,batch_20250916_223117
195,Broadcom Inc. - Falcon Discover Implementation,Broadcom Inc.,Stage 1 - Prospecting,411251.0,2025-09-29,48.0,Kevin Brown,Partner,New Business,"Reduce security incidents by 31%, improve MTTR by 43%",CFO - Brittany Spears,"Support quality, Performance impact, Vendor stability","66 day evaluation, 6 stakeholders",Security assessment required,Current solution has complex management,Vanessa Cochran - Security Analyst,"Carbon Black, Trend Micro",2025-09-16 22:31:17.701791,batch_20250916_223117
196,Wells Fargo & Co. - Falcon Insight Implementation,Wells Fargo & Co.,Stage 1 - Proposal,1809288.0,2025-10-10,47.0,Christopher Lee,Partner,New Business,"Reduce security incidents by 68%, improve MTTR by 67%",CISO - Norman Cook,"Total cost of ownership, Integration capabilities, Scalability","88 day evaluation, 4 stakeholders",Procurement approval required,Current solution has limited visibility,Rebekah Shields - IT Director,"Palo Alto Networks, Check Point",2025-09-16 22:31:17.701792,batch_20250916_223117
197,Starbucks Corporation - Falcon Prevent Implementation,Starbucks Corporation,Stage 1 - Prospecting,263852.0,2025-11-30,21.0,Michael Rodriguez,Website,New Business,"Reduce security incidents by 53%, improve MTTR by 48%",CISO - Richard Rodriguez,"Performance impact, Vendor stability, Scalability","67 day evaluation, 6 stakeholders",Procurement approval required,Current solution has complex management,Shannon Walker - SOC Manager,"SentinelOne, McAfee",2025-09-16 22:31:17.701792,batch_20250916_223117
198,Wells Fargo & Co. - Falcon X Implementation,Wells Fargo & Co.,Stage 1 - Prospecting,38579.0,2025-12-11,57.0,Robert Johnson,Partner,New Business,"Reduce security incidents by 47%, improve MTTR by 76%",CTO - Eric Pope,"Support quality, Security effectiveness, Compliance requirements","119 day evaluation, 5 stakeholders",Legal review required,Current solution has slow response times,Alexander Lee - IT Director,"McAfee, Trend Micro",2025-09-16 22:31:17.701792,batch_20250916_223117
199,Intel Corporation - Falcon Platform Implementation,Intel Corporation,Stage 1 - Prospecting,396915.0,2025-07-31,37.0,Kevin Brown,Partner,New Business,"Reduce security incidents by 59%, improve MTTR by 61%",CTO - Tracy Ramirez,"Vendor stability, Compliance requirements, Performance impact","80 day evaluation, 7 stakeholders",Security assessment required,Current solution has high false positives,Jennifer Zavala - Security Analyst,"Cylance, Check Point",2025-09-16 22:31:17.701793,batch_20250916_223117
200,Ford Motor Company - CrowdStrike Store Implementation,Ford Motor Company,Stage 1 - Proposal,1429275.0,2025-08-04,37.0,Maria Garcia,Cold Call,New Business,,,,"74 day evaluation, 6 stakeholders",,Current solution has high false positives,,,2025-09-16 22:31:17.701793,batch_20250916_223117
201,IBM Corporation - Falcon Prevent Implementation,IBM Corporation,Stage 1 - Negotiation,61048.0,2025-08-17,13.0,Maria Garcia,Website,New Business,"Reduce security incidents by 44%, improve MTTR by 72%",CISO - Donald Walker,"Performance impact, Integration capabilities, Vendor stability","101 day evaluation, 7 stakeholders",Procurement approval required,Current solution has slow response times,Megan Mcclain - IT Director,"McAfee, SentinelOne",2025-09-16 22:31:21.255076,batch_20250916_223121
202,Ford Motor Company - Falcon Insight Implementation,Ford Motor Company,Stage 1 - Proposal,69597.0,2025-08-17,54.0,Michael Rodriguez,Cold Call,New Business,,,,,Procurement approval required,,,"Carbon Black, SentinelOne",2025-09-16 22:31:21.255081,batch_20250916_223121
203,Boeing Company - Falcon Complete Implementation,Boeing Company,Stage 1 - Qualification,222049.0,2025-10-25,36.0,Robert Johnson,Cold Call,New Business,,CTO - Connie Lawrence,,,Legal review required,Current solution has limited visibility,,"Symantec, SentinelOne",2025-09-16 22:31:21.255082,batch_20250916_223121
204,Comcast Corporation - Falcon OverWatch Implementation,Comcast Corporation,Stage 1 - Proposal,1689462.0,2025-10-28,28.0,Rachel Martinez,Trade Show,New Business,"Reduce security incidents by 45%, improve MTTR by 75%",CEO - Christopher Bernard,"Support quality, Performance impact, Ease of deployment","74 day evaluation, 4 stakeholders",Security assessment required,Current solution has complex management,Brandon Davis - Security Analyst,"SentinelOne, Carbon Black",2025-09-16 22:31:21.255082,batch_20250916_223121
205,JPMorgan Chase & Co. - Professional Services Implementation,JPMorgan Chase & Co.,Stage 1 - Negotiation,412690.0,2025-10-28,11.0,Lisa Wang,Partner,New Business,,,,,Security assessment required,,Valerie Gray - SOC Manager,,2025-09-16 22:31:21.255083,batch_20250916_223121
206,IBM Corporation - Falcon Spotlight Implementation,IBM Corporation,Stage 1 - Needs Analysis,838792.0,2025-09-14,24.0,James Wilson,Website,New Business,"Reduce security incidents by 66%, improve MTTR by 45%",CISO - Lisa Hensley,,"94 day evaluation, 4 stakeholders",,,,,2025-09-16 22:31:21.255084,batch_20250916_223121
207,Advanced Micro Devices Inc. - CrowdStrike Store Implementation,Advanced Micro Devices Inc.,Stage 1 - Proposal,52760.0,2025-09-12,25.0,Amanda Davis,Trade Show,New Business,"Reduce security incidents by 34%, improve MTTR by 61%",CISO - Bobby Hall,"Performance impact, Integration capabilities, Compliance requirements","74 day evaluation, 3 stakeholders",Legal review required,Current solution has high false positives,Donald Reid - Security Analyst,"Carbon Black, SentinelOne",2025-09-16 22:31:21.255084,batch_20250916_223121
208,Cisco Systems Inc. - Falcon Prevent Implementation,Cisco Systems Inc.,Stage 1 - Negotiation,246002.0,2025-10-30,41.0,Christopher Lee,Trade Show,New Business,"Reduce security incidents by 57%, improve MTTR by 62%",,,"106 day evaluation, 3 stakeholders",,,Maria Lynch - Security Analyst,,2025-09-16 22:31:21.255084,batch_20250916_223121
209,NVIDIA Corporation - Falcon Complete Implementation,NVIDIA Corporation,Stage 1 - Proposal,49931.0,2025-07-05,66.0,David Thompson,Website,New Business,"Reduce security incidents by 30%, improve MTTR by 45%",CTO - Carla Gray,,,Procurement approval required,Current solution has high false positives,,,2025-09-16 22:31:21.255085,batch_20250916_223121
210,AT&T Inc. - Falcon X Implementation,AT&T Inc.,Stage 1 - Qualification,1960858.0,2026-01-11,17.0,Lisa Wang,Referral,New Business,"Reduce security incidents by 33%, improve MTTR by 77%",,"Performance impact, Ease of deployment, Security effectiveness",,,Current solution has high false positives,,"Carbon Black, Symantec",2025-09-16 22:31:21.255085,batch_20250916_223121
211,Oracle Corporation - Falcon Prevent Implementation,Oracle Corporation,Stage 1 - Negotiation,57271.0,2026-02-27,50.0,Christopher Lee,Partner,New Business,,CTO - Emily Rios,,,,Current solution has complex management,,,2025-09-16 22:31:21.255086,batch_20250916_223121
212,Intuit Inc. - Falcon Complete Implementation,Intuit Inc.,Stage 1 - Qualification,59760.0,2025-10-10,48.0,James Wilson,Partner,New Business,"Reduce security incidents by 36%, improve MTTR by 48%",,"Total cost of ownership, Performance impact, Vendor stability",,Procurement approval required,Current solution has limited visibility,,,2025-09-16 22:31:21.255086,batch_20250916_223121
213,Mastercard Inc. - Professional Services Implementation,Mastercard Inc.,Stage 1 - Prospecting,91244.0,2025-08-01,26.0,Sarah Chen,Cold Call,New Business,,,"Total cost of ownership, Performance impact, Vendor stability","117 day evaluation, 4 stakeholders",,Current solution has high false positives,,,2025-09-16 22:31:21.255087,batch_20250916_223121
214,Netflix Inc. - Falcon Insight Implementation,Netflix Inc.,Stage 1 - Needs Analysis,291182.0,2025-05-07,89.0,Amanda Davis,Trade Show,New Business,,,"Ease of deployment, Vendor stability, Support quality",,,,Shannon Smith - IT Director,,2025-09-16 22:31:21.255087,batch_20250916_223121
215,AT&T Inc. - Falcon Platform Implementation,AT&T Inc.,Stage 1 - Prospecting,204633.0,2025-12-23,61.0,Rachel Martinez,Referral,New Business,"Reduce security incidents by 34%, improve MTTR by 57%",CEO - Kimberly Adams,"Performance impact, Support quality, Vendor stability","113 day evaluation, 7 stakeholders",Procurement approval required,Current solution has high false positives,Ashley Graham - Security Analyst,"McAfee, Cylance",2025-09-16 22:31:21.255088,batch_20250916_223121
216,Morgan Stanley - Falcon X Implementation,Morgan Stanley,Stage 1 - Negotiation,412775.0,2025-07-17,83.0,Michael Rodriguez,Trade Show,New Business,"Reduce security incidents by 32%, improve MTTR by 67%",CISO - Sherri Baker,"Performance impact, Integration capabilities, Ease of deployment","87 day evaluation, 3 stakeholders",Security assessment required,Current solution has limited visibility,Cassandra Gaines - SOC Manager,"Trend Micro, Carbon Black",2025-09-16 22:31:21.255088,batch_20250916_223121
217,Starbucks Corporation - Falcon X Implementation,Starbucks Corporation,Stage 1 - Qualification,449643.0,2026-01-29,58.0,David Thompson,Trade Show,New Business,,,,"110 day evaluation, 7 stakeholders",Security assessment required,,,,2025-09-16 22:31:21.255089,batch_20250916_223121
218,Caterpillar Inc. - Falcon Complete Implementation,Caterpillar Inc.,Stage 1 - Negotiation,855868.0,2026-01-13,40.0,Robert Johnson,Website,New Business,,CTO - April Nguyen,,"86 day evaluation, 7 stakeholders",,,,,2025-09-16 22:31:21.255089,batch_20250916_223121
219,JPMorgan Chase & Co. - Professional Services Implementation,JPMorgan Chase & Co.,Stage 1 - Negotiation,38970.0,2025-09-16,68.0,David Thompson,Website,New Business,"Reduce security incidents by 59%, improve MTTR by 73%",CEO - Anthony Humphrey,"Scalability, Support quality, Performance impact","118 day evaluation, 7 stakeholders",Procurement approval required,Current solution has slow response times,Angelica Tucker - SOC Manager,"Fortinet, Check Point",2025-09-16 22:31:21.255090,batch_20250916_223121
220,Chevron Corporation - Falcon Complete Implementation,Chevron Corporation,Stage 1 - Needs Analysis,93327.0,2025-07-07,52.0,David Thompson,Cold Call,New Business,"Reduce security incidents by 64%, improve MTTR by 45%",CTO - Pamela Anderson,"Ease of deployment, Integration capabilities, Scalability","104 day evaluation, 4 stakeholders",Security assessment required,Current solution has slow response times,Joshua Baker - Security Analyst,"Palo Alto Networks, Check Point",2025-09-16 22:31:21.255090,batch_20250916_223121
221,Cisco Systems Inc. - Falcon Spotlight Implementation,Cisco Systems Inc.,Stage 1 - Negotiation,132645.0,2026-01-19,10.0,Maria Garcia,Trade Show,New Business,,,,"87 day evaluation, 6 stakeholders",,,Christina Collins - IT Director,"Palo Alto Networks, Cylance",2025-09-16 22:31:21.255091,batch_20250916_223121
222,PayPal Holdings Inc. - Falcon Insight Implementation,PayPal Holdings Inc.,Stage 1 - Qualification,1741289.0,2026-02-28,16.0,James Wilson,Referral,New Business,"Reduce security incidents by 50%, improve MTTR by 53%",CFO - Jessica Holmes,"Vendor stability, Performance impact, Support quality","116 day evaluation, 6 stakeholders",Procurement approval required,Current solution has complex management,Danny Morgan - IT Director,"Carbon Black, Fortinet",2025-09-16 22:31:21.255092,batch_20250916_223121
223,Microsoft Corporation - Falcon Spotlight Implementation,Microsoft Corporation,Stage 1 - Qualification,70870.0,2025-08-14,29.0,Sarah Chen,Partner,New Business,"Reduce security incidents by 60%, improve MTTR by 47%",CTO - Daniel Jones,"Scalability, Compliance requirements, Support quality","83 day evaluation, 4 stakeholders",Security assessment required,Current solution has high false positives,Crystal Whitehead - Security Analyst,"McAfee, Carbon Black",2025-09-16 22:31:21.255092,batch_20250916_223121
224,Morgan Stanley - Falcon Platform Implementation,Morgan Stanley,Stage 1 - Prospecting,74192.0,2025-12-08,86.0,Kevin Brown,Cold Call,New Business,"Reduce security incidents by 53%, improve MTTR by 44%",,"Security effectiveness, Support quality, Scalability","91 day evaluation, 3 stakeholders",Procurement approval required,,,,2025-09-16 22:31:21.255093,batch_20250916_223121
225,Netflix Inc. - Falcon Insight Implementation,Netflix Inc.,Stage 1 - Needs Analysis,422915.0,2025-12-09,21.0,Robert Johnson,Referral,New Business,"Reduce security incidents by 58%, improve MTTR by 55%",CFO - Richard Aguirre,"Support quality, Vendor stability, Security effectiveness","91 day evaluation, 5 stakeholders",Legal review required,Current solution has complex management,Brent Jordan - Security Analyst,"Trend Micro, McAfee",2025-09-16 22:31:21.255093,batch_20250916_223121
226,Cisco Systems Inc. - Falcon X Implementation,Cisco Systems Inc.,Stage 1 - Proposal,97848.0,2025-09-10,70.0,Amanda Davis,Referral,New Business,"Reduce security incidents by 35%, improve MTTR by 58%",,,,,,Mrs. Jennifer Morgan - SOC Manager,"Check Point, Trend Micro",2025-09-16 22:31:21.255094,batch_20250916_223121
227,Netflix Inc. - Falcon Spotlight Implementation,Netflix Inc.,Stage 1 - Prospecting,468498.0,2025-12-13,50.0,Kevin Brown,Referral,New Business,"Reduce security incidents by 64%, improve MTTR by 51%",CTO - Connor West,"Integration capabilities, Scalability, Ease of deployment","106 day evaluation, 7 stakeholders",Security assessment required,Current solution has limited visibility,Donald Wright - Security Analyst,"Symantec, McAfee",2025-09-16 22:31:21.255094,batch_20250916_223121
228,Bank of America Corp. - Falcon Intelligence Implementation,Bank of America Corp.,Stage 1 - Prospecting,1984822.0,2025-11-15,26.0,Amanda Davis,Cold Call,New Business,"Reduce security incidents by 66%, improve MTTR by 58%",CFO - Scott Pierce,,,,,Zachary Huff - Security Analyst,,2025-09-16 22:31:21.255095,batch_20250916_223121
229,Texas Instruments Inc. - Falcon Prevent Implementation,Texas Instruments Inc.,Stage 1 - Prospecting,812890.0,2026-03-06,87.0,Amanda Davis,Trade Show,New Business,,,,"99 day evaluation, 3 stakeholders",Security assessment required,,Mr. James Brown - Security Analyst,"Symantec, McAfee",2025-09-16 22:31:21.255096,batch_20250916_223121
230,Boeing Company - Falcon Prevent Implementation,Boeing Company,Stage 1 - Proposal,56439.0,2025-08-03,70.0,Kevin Brown,Partner,New Business,"Reduce security incidents by 44%, improve MTTR by 58%",CEO - Mrs. Rachel Gibson,"Scalability, Total cost of ownership, Vendor stability","74 day evaluation, 5 stakeholders",Security assessment required,Current solution has slow response times,Tyler Cowan - IT Director,"Carbon Black, Symantec",2025-09-16 22:31:21.255096,batch_20250916_223121
231,General Electric Company - Falcon Insight Implementation,General Electric Company,Stage 1 - Needs Analysis,43643.0,2025-10-02,69.0,James Wilson,Website,New Business,,,"Security effectiveness, Support quality, Vendor stability",,Procurement approval required,Current solution has high false positives,Lauren Daniels - Security Analyst,,2025-09-16 22:31:21.255096,batch_20250916_223121
232,Ford Motor Company - Professional Services Implementation,Ford Motor Company,Stage 1 - Qualification,496502.0,2025-11-06,72.0,Christopher Lee,Trade Show,New Business,,,"Vendor stability, Support quality, Performance impact","91 day evaluation, 5 stakeholders",,Current solution has complex management,,,2025-09-16 22:31:21.255097,batch_20250916_223121
233,Meta Platforms Inc. - Falcon Intelligence Implementation,Meta Platforms Inc.,Stage 1 - Proposal,1347616.0,2025-07-03,76.0,Sarah Chen,Referral,New Business,"Reduce security incidents by 61%, improve MTTR by 80%",CFO - Kurt Leonard,"Security effectiveness, Integration capabilities, Ease of deployment","95 day evaluation, 4 stakeholders",Procurement approval required,Current solution has complex management,Bryan Zamora - SOC Manager,"Fortinet, Carbon Black",2025-09-16 22:31:21.255097,batch_20250916_223121
234,Microsoft Corporation - Professional Services Implementation,Microsoft Corporation,Stage 1 - Qualification,45758.0,2025-07-31,25.0,Michael Rodriguez,Trade Show,New Business,,,,,,Current solution has slow response times,,"Symantec, Cylance",2025-09-16 22:31:21.255098,batch_20250916_223121
235,Tesla Inc. - Falcon X Implementation,Tesla Inc.,Stage 1 - Negotiation,69548.0,2025-09-06,29.0,Rachel Martinez,Trade Show,New Business,"Reduce security incidents by 60%, improve MTTR by 62%",CEO - Cynthia Foster,"Performance impact, Support quality, Integration capabilities","119 day evaluation, 5 stakeholders",Legal review required,Current solution has slow response times,Elizabeth Stewart - SOC Manager,"Palo Alto Networks, Symantec",2025-09-16 22:31:21.255099,batch_20250916_223121
236,General Motors Company - Falcon OverWatch Implementation,General Motors Company,Stage 1 - Proposal,1491903.0,2025-09-11,74.0,Sarah Chen,Referral,New Business,,CFO - Jimmy Murillo,,"115 day evaluation, 4 stakeholders",,,Angel Lewis MD - IT Director,,2025-09-16 22:31:21.255099,batch_20250916_223121
237,General Electric Company - Falcon Prevent Implementation,General Electric Company,Stage 1 - Negotiation,1164086.0,2025-12-26,90.0,Michael Rodriguez,Referral,New Business,"Reduce security incidents by 57%, improve MTTR by 46%",,,"79 day evaluation, 3 stakeholders",,Current solution has limited visibility,,,2025-09-16 22:31:21.255100,batch_20250916_223121
238,Verizon Communications Inc. - Falcon OverWatch Implementation,Verizon Communications Inc.,Stage 1 - Prospecting,1364135.0,2025-09-11,89.0,Christopher Lee,Trade Show,New Business,,CFO - Miss Aimee Montoya,"Compliance requirements, Security effectiveness, Support quality","89 day evaluation, 5 stakeholders",,,,,2025-09-16 22:31:21.255100,batch_20250916_223121
239,Morgan Stanley - Falcon X Implementation,Morgan Stanley,Stage 1 - Qualification,57780.0,2025-08-26,55.0,Maria Garcia,Partner,New Business,"Reduce security incidents by 47%, improve MTTR by 40%",,,"111 day evaluation, 4 stakeholders",Security assessment required,Current solution has limited visibility,,,2025-09-16 22:31:21.255101,batch_20250916_223121
240,Caterpillar Inc. - Professional Services Implementation,Caterpillar Inc.,Stage 1 - Negotiation,37735.0,2025-06-27,21.0,Robert Johnson,Referral,New Business,,CEO - Deborah Freeman,,,,,Sarah Davis - SOC Manager,"Trend Micro, Carbon Black",2025-09-16 22:31:21.255101,batch_20250916_223121
241,PayPal Holdings Inc. - Falcon Prevent Implementation,PayPal Holdings Inc.,Stage 1 - Proposal,454588.0,2025-08-07,78.0,Sarah Chen,Cold Call,New Business,"Reduce security incidents by 53%, improve MTTR by 56%",CFO - Aaron Wise,"Vendor stability, Total cost of ownership, Performance impact","74 day evaluation, 6 stakeholders",Legal review required,Current solution has limited visibility,Deborah Figueroa - SOC Manager,"Symantec, Carbon Black",2025-09-16 22:31:21.255102,batch_20250916_223121
242,IBM Corporation - Falcon Discover Implementation,IBM Corporation,Stage 1 - Prospecting,78516.0,2025-10-10,78.0,Michael Rodriguez,Referral,New Business,"Reduce security incidents by 59%, improve MTTR by 63%",CFO - Adam Jones,"Ease of deployment, Support quality, Vendor stability","66 day evaluation, 6 stakeholders",Security assessment required,Current solution has complex management,Stephanie Gardner - IT Director,"SentinelOne, Trend Micro",2025-09-16 22:31:21.255102,batch_20250916_223121
243,Mastercard Inc. - Falcon Discover Implementation,Mastercard Inc.,Stage 1 - Prospecting,708361.0,2026-01-06,34.0,Maria Garcia,Cold Call,New Business,,CISO - Brittany Anderson,,,,Current solution has high false positives,,"Symantec, Check Point",2025-09-16 22:31:21.255103,batch_20250916_223121
244,Bank of America Corp. - Falcon Intelligence Implementation,Bank of America Corp.,Stage 1 - Prospecting,25371.0,2025-10-27,26.0,Rachel Martinez,Website,New Business,"Reduce security incidents by 45%, improve MTTR by 77%",CEO - Christine Wright,"Security effectiveness, Ease of deployment, Scalability","63 day evaluation, 4 stakeholders",Security assessment required,Current solution has complex management,Richard Henson - SOC Manager,"Carbon Black, Check Point",2025-09-16 22:31:21.255103,batch_20250916_223121
245,Broadcom Inc. - Falcon Discover Implementation,Broadcom Inc.,Stage 1 - Prospecting,411251.0,2025-09-29,48.0,Kevin Brown,Partner,New Business,"Reduce security incidents by 31%, improve MTTR by 43%",CFO - Brittany Spears,"Support quality, Performance impact, Vendor stability","66 day evaluation, 6 stakeholders",Security assessment required,Current solution has complex management,Vanessa Cochran - Security Analyst,"Carbon Black, Trend Micro",2025-09-16 22:31:21.255104,batch_20250916_223121
246,Wells Fargo & Co. - Falcon Insight Implementation,Wells Fargo & Co.,Stage 1 - Proposal,1809288.0,2025-10-10,47.0,Christopher Lee,Partner,New Business,"Reduce security incidents by 68%, improve MTTR by 67%",CISO - Norman Cook,"Total cost of ownership, Integration capabilities, Scalability","88 day evaluation, 4 stakeholders",Procurement approval required,Current solution has limited visibility,Rebekah Shields - IT Director,"Palo Alto Networks, Check Point",2025-09-16 22:31:21.255104,batch_20250916_223121
247,Starbucks Corporation - Falcon Prevent Implementation,Starbucks Corporation,Stage 1 - Prospecting,263852.0,2025-11-30,21.0,Michael Rodriguez,Website,New Business,"Reduce security incidents by 53%, improve MTTR by 48%",CISO - Richard Rodriguez,"Performance impact, Vendor stability, Scalability","67 day evaluation, 6 stakeholders",Procurement approval required,Current solution has complex management,Shannon Walker - SOC Manager,"SentinelOne, McAfee",2025-09-16 22:31:21.255105,batch_20250916_223121
248,Wells Fargo & Co. - Falcon X Implementation,Wells Fargo & Co.,Stage 1 - Prospecting,38579.0,2025-12-11,57.0,Robert Johnson,Partner,New Business,"Reduce security incidents by 47%, improve MTTR by 76%",CTO - Eric Pope,"Support quality, Security effectiveness, Compliance requirements","119 day evaluation, 5 stakeholders",Legal review required,Current solution has slow response times,Alexander Lee - IT Director,"McAfee, Trend Micro",2025-09-16 22:31:21.255106,batch_20250916_223121
249,Intel Corporation - Falcon Platform Implementation,Intel Corporation,Stage 1 - Prospecting,396915.0,2025-07-31,37.0,Kevin Brown,Partner,New Business,"Reduce security incidents by 59%, improve MTTR by 61%",CTO - Tracy Ramirez,"Vendor stability, Compliance requirements, Performance impact","80 day evaluation, 7 stakeholders",Security assessment required,Current solution has high false positives,Jennifer Zavala - Security Analyst,"Cylance, Check Point",2025-09-16 22:31:21.255106,batch_20250916_223121
250,Ford Motor Company - CrowdStrike Store Implementation,Ford Motor Company,Stage 1 - Proposal,1429275.0,2025-08-04,37.0,Maria Garcia,Cold Call,New Business,,,,"74 day evaluation, 6 stakeholders",,Current solution has high false positives,,,2025-09-16 22:31:21.255107,batch_20250916_223121
251,IBM Corporation - Falcon Prevent Implementation,IBM Corporation,Stage 1 - Negotiation,61048.0,2025-08-17,13.0,Maria Garcia,Website,New Business,"Reduce security incidents by 44%, improve MTTR by 72%",CISO - Donald Walker,"Performance impact, Integration capabilities, Vendor stability","101 day evaluation, 7 stakeholders",Procurement approval required,Current solution has slow response times,Megan Mcclain - IT Director,"McAfee, SentinelOne",2025-09-16 22:31:32.400220,batch_20250916_223132
252,Ford Motor Company - Falcon Insight Implementation,Ford Motor Company,Stage 1 - Proposal,69597.0,2025-08-17,54.0,Michael Rodriguez,Cold Call,New Business,,,,,Procurement approval required,,,"Carbon Black, SentinelOne",2025-09-16 22:31:32.400223,batch_20250916_223132
253,Boeing Company - Falcon Complete Implementation,Boeing Company,Stage 1 - Qualification,222049.0,2025-10-25,36.0,Robert Johnson,Cold Call,New Business,,CTO - Connie Lawrence,,,Legal review required,Current solution has limited visibility,,"Symantec, SentinelOne",2025-09-16 22:31:32.400224,batch_20250916_223132
254,Comcast Corporation - Falcon OverWatch Implementation,Comcast Corporation,Stage 1 - Proposal,1689462.0,2025-10-28,28.0,Rachel Martinez,Trade Show,New Business,"Reduce security incidents by 45%, improve MTTR by 75%",CEO - Christopher Bernard,"Support quality, Performance impact, Ease of deployment","74 day evaluation, 4 stakeholders",Security assessment required,Current solution has complex management,Brandon Davis - Security Analyst,"SentinelOne, Carbon Black",2025-09-16 22:31:32.400225,batch_20250916_223132
255,JPMorgan Chase & Co. - Professional Services Implementation,JPMorgan Chase & Co.,Stage 1 - Negotiation,412690.0,2025-10-28,11.0,Lisa Wang,Partner,New Business,,,,,Security assessment required,,Valerie Gray - SOC Manager,,2025-09-16 22:31:32.400228,batch_20250916_223132
256,IBM Corporation - Falcon Spotlight Implementation,IBM Corporation,Stage 1 - Needs Analysis,838792.0,2025-09-14,24.0,James Wilson,Website,New Business,"Reduce security incidents by 66%, improve MTTR by 45%",CISO - Lisa Hensley,,"94 day evaluation, 4 stakeholders",,,,,2025-09-16 22:31:32.400229,batch_20250916_223132
257,Advanced Micro Devices Inc. - CrowdStrike Store Implementation,Advanced Micro Devices Inc.,Stage 1 - Proposal,52760.0,2025-09-12,25.0,Amanda Davis,Trade Show,New Business,"Reduce security incidents by 34%, improve MTTR by 61%",CISO - Bobby Hall,"Performance impact, Integration capabilities, Compliance requirements","74 day evaluation, 3 stakeholders",Legal review required,Current solution has high false positives,Donald Reid - Security Analyst,"Carbon Black, SentinelOne",2025-09-16 22:31:32.400229,batch_20250916_223132
258,Cisco Systems Inc. - Falcon Prevent Implementation,Cisco Systems Inc.,Stage 1 - Negotiation,246002.0,2025-10-30,41.0,Christopher Lee,Trade Show,New Business,"Reduce security incidents by 57%, improve MTTR by 62%",,,"106 day evaluation, 3 stakeholders",,,Maria Lynch - Security Analyst,,2025-09-16 22:31:32.400230,batch_20250916_223132
259,NVIDIA Corporation - Falcon Complete Implementation,NVIDIA Corporation,Stage 1 - Proposal,49931.0,2025-07-05,66.0,David Thompson,Website,New Business,"Reduce security incidents by 30%, improve MTTR by 45%",CTO - Carla Gray,,,Procurement approval required,Current solution has high false positives,,,2025-09-16 22:31:32.400230,batch_20250916_223132
260,AT&T Inc. - Falcon X Implementation,AT&T Inc.,Stage 1 - Qualification,1960858.0,2026-01-11,17.0,Lisa Wang,Referral,New Business,"Reduce security incidents by 33%, improve MTTR by 77%",,"Performance impact, Ease of deployment, Security effectiveness",,,Current solution has high false positives,,"Carbon Black, Symantec",2025-09-16 22:31:32.400231,batch_20250916_223132
261,Oracle Corporation - Falcon Prevent Implementation,Oracle Corporation,Stage 1 - Negotiation,57271.0,2026-02-27,50.0,Christopher Lee,Partner,New Business,,CTO - Emily Rios,,,,Current solution has complex management,,,2025-09-16 22:31:32.400231,batch_20250916_223132
262,Intuit Inc. - Falcon Complete Implementation,Intuit Inc.,Stage 1 - Qualification,59760.0,2025-10-10,48.0,James Wilson,Partner,New Business,"Reduce security incidents by 36%, improve MTTR by 48%",,"Total cost of ownership, Performance impact, Vendor stability",,Procurement approval required,Current solution has limited visibility,,,2025-09-16 22:31:32.400232,batch_20250916_223132
263,Mastercard Inc. - Professional Services Implementation,Mastercard Inc.,Stage 1 - Prospecting,91244.0,2025-08-01,26.0,Sarah Chen,Cold Call,New Business,,,"Total cost of ownership, Performance impact, Vendor stability","117 day evaluation, 4 stakeholders",,Current solution has high false positives,,,2025-09-16 22:31:32.400232,batch_20250916_223132
264,Netflix Inc. - Falcon Insight Implementation,Netflix Inc.,Stage 1 - Needs Analysis,291182.0,2025-05-07,89.0,Amanda Davis,Trade Show,New Business,,,"Ease of deployment, Vendor stability, Support quality",,,,Shannon Smith - IT Director,,2025-09-16 22:31:32.400233,batch_20250916_223132
265,AT&T Inc. - Falcon Platform Implementation,AT&T Inc.,Stage 1 - Prospecting,204633.0,2025-12-23,61.0,Rachel Martinez,Referral,New Business,"Reduce security incidents by 34%, improve MTTR by 57%",CEO - Kimberly Adams,"Performance impact, Support quality, Vendor stability","113 day evaluation, 7 stakeholders",Procurement approval required,Current solution has high false positives,Ashley Graham - Security Analyst,"McAfee, Cylance",2025-09-16 22:31:32.400233,batch_20250916_223132
303,Boeing Company - Falcon Complete Implementation,Boeing Company,Stage 1 - Qualification,222049.0,2025-10-25,36.0,Robert Johnson,Cold Call,New Business,,CTO - Connie Lawrence,,,Legal review required,Current solution has limited visibility,,"Symantec, SentinelOne",2025-09-16 23:12:29.010042,batch_20250916_231228
